short_codes,trial_IDs,Time (s),OD:Raw_OD(590),pf:mNeonGreen,ecoli:mRuby
G10,r1_ecoli_mRuby-cpd00179:5,3.2263333333333333,0.0703956857323647,839.0,15993.0
G10,r1_ecoli_mRuby-cpd00179:5,599.36,0.0743089139461517,841.0,15315.0
G10,r1_ecoli_mRuby-cpd00179:5,1191.241,0.0712357982993126,843.0,15306.0
G10,r1_ecoli_mRuby-cpd00179:5,1783.7203333333334,0.0719341889023781,843.0,15464.0
G10,r1_ecoli_mRuby-cpd00179:5,2376.2056666666667,0.0733930617570877,890.0,15182.0
G10,r1_ecoli_mRuby-cpd00179:5,2968.7233333333334,0.0758328571915627,890.0,15142.0
G10,r1_ecoli_mRuby-cpd00179:5,3561.056666666667,0.0744351476430893,929.0,15003.0
G10,r1_ecoli_mRuby-cpd00179:5,4153.488333333334,0.079651241004467,943.0,15270.0
G10,r1_ecoli_mRuby-cpd00179:5,4745.895666666666,0.0820209309458733,982.0,15081.0
G10,r1_ecoli_mRuby-cpd00179:5,5338.333333333333,0.0811426818370819,1016.0,15213.0
G10,r1_ecoli_mRuby-cpd00179:5,5930.797666666666,0.0844246789813042,989.0,15152.0
G10,r1_ecoli_mRuby-cpd00179:5,6523.235333333333,0.0894112259149551,970.0,15249.0
G10,r1_ecoli_mRuby-cpd00179:5,7115.723333333332,0.0924750432372093,1072.0,14962.0
G10,r1_ecoli_mRuby-cpd00179:5,7708.169333333334,0.0931908532977104,1071.0,15150.0
G10,r1_ecoli_mRuby-cpd00179:5,8300.657666666666,0.0937079221010208,1097.0,15452.0
G10,r1_ecoli_mRuby-cpd00179:5,8893.151666666667,0.0993116840720177,1068.0,15491.0
G10,r1_ecoli_mRuby-cpd00179:5,9485.643,0.102548764646053,1206.0,15353.0
G10,r1_ecoli_mRuby-cpd00179:5,10078.086333333333,0.103345927596092,1177.0,15457.0
G10,r1_ecoli_mRuby-cpd00179:5,10670.559666666666,0.10638056397438,1288.0,15466.0
G10,r1_ecoli_mRuby-cpd00179:5,11263.027,0.109526166319847,1200.0,15616.0
G10,r1_ecoli_mRuby-cpd00179:5,11855.467333333334,0.111153404414654,1327.0,15489.0
G10,r1_ecoli_mRuby-cpd00179:5,12447.928666666667,0.114161987602711,1292.0,15640.0
G10,r1_ecoli_mRuby-cpd00179:5,13040.375,0.11556019037962,1390.0,15762.0
G10,r1_ecoli_mRuby-cpd00179:5,13632.869333333334,0.120737983286381,1426.0,15731.0
G10,r1_ecoli_mRuby-cpd00179:5,14225.306666666665,0.124967385828495,1385.0,15709.0
G10,r1_ecoli_mRuby-cpd00179:5,14817.771333333332,0.129112315177917,1561.0,16112.0
G10,r1_ecoli_mRuby-cpd00179:5,15410.223333333333,0.131596940755844,1605.0,16246.0
G10,r1_ecoli_mRuby-cpd00179:5,16002.628000000002,0.136827352643013,1589.0,16240.0
G10,r1_ecoli_mRuby-cpd00179:5,16595.115999999998,0.142893859744072,1603.0,16518.0
G10,r1_ecoli_mRuby-cpd00179:5,17187.601333333336,0.147705954313278,1699.0,17079.0
G10,r1_ecoli_mRuby-cpd00179:5,17780.071333333333,0.154478740692139,1740.0,17247.0
G10,r1_ecoli_mRuby-cpd00179:5,18372.557,0.160244458913803,1817.0,17556.0
G10,r1_ecoli_mRuby-cpd00179:5,18965.035999999996,0.166011133790016,1840.0,17874.0
G10,r1_ecoli_mRuby-cpd00179:5,19557.536,0.175773012638092,1923.0,18204.0
G10,r1_ecoli_mRuby-cpd00179:5,20150.039,0.182902634143829,2042.0,19368.0
G10,r1_ecoli_mRuby-cpd00179:5,20742.467333333334,0.193895819783211,2124.0,19531.0
G10,r1_ecoli_mRuby-cpd00179:5,21334.967,0.201352483034134,2157.0,20320.0
G10,r1_ecoli_mRuby-cpd00179:5,21927.40466666667,0.20874719619751,2228.0,20848.0
G10,r1_ecoli_mRuby-cpd00179:5,22519.884000000002,0.222226971387863,2261.0,21903.0
G10,r1_ecoli_mRuby-cpd00179:5,23112.378,0.236923199892044,2345.0,22329.0
G10,r1_ecoli_mRuby-cpd00179:5,23704.80366666667,0.24919448196888,2410.0,23619.0
G10,r1_ecoli_mRuby-cpd00179:5,24297.289,0.260061228275299,2560.0,24409.0
G10,r1_ecoli_mRuby-cpd00179:5,24889.759000000002,0.27229807972908,2656.0,25042.0
G10,r1_ecoli_mRuby-cpd00179:5,25482.211,0.287990009784698,2757.0,26004.0
G10,r1_ecoli_mRuby-cpd00179:5,26074.67266666667,0.301666158437729,2873.0,28139.0
G10,r1_ecoli_mRuby-cpd00179:5,26667.152,0.318220287561417,3039.0,31661.0
G10,r1_ecoli_mRuby-cpd00179:5,27259.607333333333,0.333543413877487,3132.0,33302.0
G10,r1_ecoli_mRuby-cpd00179:5,27852.06866666667,0.351727199554443,3281.0,35012.0
G10,r1_ecoli_mRuby-cpd00179:5,28444.48833333333,0.371851599216461,3438.0,37132.0
G10,r1_ecoli_mRuby-cpd00179:5,29036.976000000006,0.390154922008514,3509.0,38579.0
G10,r1_ecoli_mRuby-cpd00179:5,29629.467333333334,0.409022337198257,3682.0,39292.0
G10,r1_ecoli_mRuby-cpd00179:5,30221.925999999996,0.432312250137329,3832.0,40692.0
G10,r1_ecoli_mRuby-cpd00179:5,30814.354333333333,0.450472527742386,4049.0,41512.0
G10,r1_ecoli_mRuby-cpd00179:5,31406.794666666665,0.471568703651428,3999.0,43377.0
G10,r1_ecoli_mRuby-cpd00179:5,31999.205666666665,0.490342974662781,4293.0,44912.0
G10,r1_ecoli_mRuby-cpd00179:5,32591.70233333333,0.511554479598999,4404.0,47025.0
G10,r1_ecoli_mRuby-cpd00179:5,33184.13066666667,0.534922289848328,4636.0,47916.0
G10,r1_ecoli_mRuby-cpd00179:5,33776.52966666667,0.557886922359467,4915.0,48897.0
G10,r1_ecoli_mRuby-cpd00179:5,34368.958333333336,0.584938836097717,5138.0,51182.0
G10,r1_ecoli_mRuby-cpd00179:5,34961.45233333334,0.609269487857819,5224.0,52510.0
G10,r1_ecoli_mRuby-cpd00179:5,35553.884,0.632669496536255,5548.0,54025.0
G10,r1_ecoli_mRuby-cpd00179:5,36146.393000000004,0.660604894161224,5642.0,55774.0
G10,r1_ecoli_mRuby-cpd00179:5,36738.863333333335,0.689377737045288,5883.0,58104.0
G10,r1_ecoli_mRuby-cpd00179:5,37331.312666666665,0.714198625087738,6276.0,60321.0
G10,r1_ecoli_mRuby-cpd00179:5,37923.72333333333,0.740973889827728,6307.0,61436.0
G10,r1_ecoli_mRuby-cpd00179:5,38516.244,0.770321655273438,6813.0,63725.0
G10,r1_ecoli_mRuby-cpd00179:5,39108.672333333336,0.796853244304657,7065.0,65944.0
G10,r1_ecoli_mRuby-cpd00179:5,39701.13733333334,0.821924185752869,7414.0,68066.0
G10,r1_ecoli_mRuby-cpd00179:5,40293.60133333333,0.846992933750153,7562.0,69383.0
G10,r1_ecoli_mRuby-cpd00179:5,40886.092333333334,0.862911260128021,8066.0,65396.0
G10,r1_ecoli_mRuby-cpd00179:5,41478.494,0.893832743167877,8493.0,74630.0
G10,r1_ecoli_mRuby-cpd00179:5,42070.988000000005,0.89108544588089,8638.0,75628.0
G10,r1_ecoli_mRuby-cpd00179:5,42663.45533333334,0.902777123451233,9063.0,76337.0
G10,r1_ecoli_mRuby-cpd00179:5,43255.94666666666,0.9136026263237,9548.0,80297.0
G10,r1_ecoli_mRuby-cpd00179:5,43848.405,0.939261913299561,9863.0,80860.0
G10,r1_ecoli_mRuby-cpd00179:5,44440.833333333336,0.95526510477066,10230.0,81847.0
G10,r1_ecoli_mRuby-cpd00179:5,45033.36033333334,0.984691107273102,10794.0,85360.0
G10,r1_ecoli_mRuby-cpd00179:5,45625.78866666666,1.04335534572601,11221.0,87159.0
G10,r1_ecoli_mRuby-cpd00179:5,46218.23533333334,1.06969654560089,11671.0,89865.0
G10,r1_ecoli_mRuby-cpd00179:5,46810.666666666664,1.09390513896942,12080.0,93303.0
