short_codes	trial_IDs	Time (s)	OD:Raw_OD(590)	pf:mNeonGreen	ecoli:mRuby
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	2.5090000000000003	0.0696746006608009	3283.0	15037.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	598.643	0.073072749376297	3331.0	14840.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	1190.521	0.0705026373267174	3184.0	14520.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	1783.003	0.0709629207849503	3232.0	14399.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	2375.488	0.0713920593261719	3273.0	14303.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	2968.006	0.0745502322912216	3215.0	14436.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	3560.336	0.0755853056907654	3272.0	14283.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	4152.768	0.0758213177323341	3353.0	14370.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	4745.178666666667	0.0791030824184418	3173.0	14077.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	5337.616	0.0795246541500092	3294.0	14395.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	5930.080666666666	0.0807967528700829	3252.0	14467.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	6522.518	0.0832362130284309	3320.0	14538.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	7115.006	0.0902618765830994	3387.0	14358.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	7707.452666666667	0.0892929568886757	3373.0	14247.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	8299.940666666667	0.0911939233541489	3457.0	14273.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	8892.437666666667	0.0962465330958366	3442.0	14555.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	9484.928666666667	0.0988327503204346	3518.0	14764.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	10077.372	0.0980681121349335	3586.0	14578.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	10669.845333333333	0.100819008052349	3627.0	14543.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	11262.312666666667	0.105215515196323	3741.0	14672.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	11854.753000000002	0.106327939033508	3735.0	14885.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	12447.214333333332	0.10894885212183	3928.0	14810.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	13039.660666666668	0.114290478825569	3992.0	14948.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	13632.154666666667	0.117310331761837	4000.0	15239.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	14224.595333333333	0.121531923115253	4117.0	15067.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	14817.056666666665	0.125455795228481	4184.0	15603.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	15409.511666666667	0.129391884803772	4207.0	15927.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	16001.913666666667	0.134967988729477	4339.0	15879.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	16594.402	0.14184028506279	4354.0	16303.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	17186.887	0.14671311378479	4601.0	16619.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	17779.35733333333	0.154315042495728	4528.0	16783.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	18371.845333333335	0.160115045309067	4598.0	17076.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	18964.324333333334	0.16715612411499	4811.0	17448.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	19556.824333333334	0.176929077506065	4862.0	17883.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	20149.327333333335	0.185190552473068	4892.0	18650.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	20741.755999999998	0.194394981861115	5049.0	18790.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	21334.259	0.201663392782211	5062.0	19556.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	21926.696666666667	0.213060593605042	5234.0	19936.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	22519.175666666666	0.222807085514069	5395.0	20424.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	23111.666666666668	0.244819393754005	5328.0	21158.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	23704.092333333334	0.255429631471634	5471.0	21776.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	24296.580333333335	0.266301971673965	5532.0	22480.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	24889.050333333333	0.270868802070618	5701.0	22989.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	25481.50333333333	0.28575890660286	5691.0	23527.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	26073.967333333334	0.299920642375946	5744.0	24555.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	26666.449333333334	0.315093010663986	5814.0	25246.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	27258.902000000002	0.332332038879395	6486.0	25976.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	27851.363	0.344109416007996	7166.0	27247.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	28443.783	0.364916461706161	8601.0	28912.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	29036.274	0.376477265357971	6555.0	30016.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	29628.768	0.392257112264633	10160.0	29331.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	30221.22333333333	0.404534262418747	14330.0	31840.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	30813.65166666667	0.424152207374573	8774.0	31304.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	31406.101	0.440613096952438	11719.0	33189.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	31998.512	0.454937446117401	11207.0	32987.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	32591.005999999998	0.472998517751694	11482.0	33368.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	33183.43466666666	0.490607517957687	11296.0	33758.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	33775.833666666666	0.502982890605926	10180.0	35324.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	34368.26466666666	0.519246113300323	11574.0	36405.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	34960.75866666667	0.534724736213684	11727.0	36369.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	35553.187666666665	0.555612349510193	12313.0	39095.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	36145.69966666667	0.579613173007965	11752.0	39431.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	36738.16966666667	0.591775703430176	13834.0	39330.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	37330.619333333336	0.617048990726471	17634.0	42621.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	37923.03	0.632693290710449	11427.0	42476.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	38515.55033333334	0.648646473884583	15413.0	43810.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	39107.97933333333	0.681092023849487	13522.0	45427.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	39700.44666666666	0.68734701871872	13480.0	45969.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	40292.90766666667	0.710568583011627	16737.0	47571.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	40885.39566666667	0.726832377910614	14383.0	47032.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	41477.80033333334	0.746981489658356	15254.0	49215.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	42070.29733333333	0.771806311607361	16558.0	51298.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	42662.765	0.794820439815521	17477.0	51685.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	43255.25633333333	0.818161153793335	18408.0	53174.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	43847.717333333334	0.834265840053558	20087.0	53370.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	44440.143000000004	0.852831161022186	21145.0	54307.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	45032.669666666676	0.883988225460053	23160.0	55565.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	45625.098	0.903396534919739	24080.0	56893.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	46217.54766666667	0.926916527748108	25654.0	57727.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	46809.97899999999	0.950255072116852	26606.0	58610.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	47402.461	0.96656721830368	28174.0	61035.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	47994.866	0.993666803836822	29112.0	61172.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	48587.306666666664	1.01559634208679	32126.0	61620.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	49179.731999999996	1.03966557979584	34968.0	62572.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	49772.18466666667	1.05975575447083	33481.0	62624.0
G8	r10_ecoli_mRuby-r1_pf-cpd00179:5-cpd00100:5	50364.619000000006	1.0746472120285	36851.0	61993.0
